block_id,method,rate_bpd,mse,sqnr_bits,quantize_seconds,dequantize_seconds,original_vector,dequantized_vector
6,Uniform scalar 2-bit (gpu),2.0,0.0007708646420117778,0.0,8.948799222707748e-05,4.7788998926989734e-05,"[-0.006683349609375,-0.0233154296875,-0.00177764892578125,-0.01220703125,-0.07275390625,0.02197265625,0.0008697509765625,0.0216064453125,0.0014801025390625,-0.0194091796875,0.040283203125,-0.051513671875,0.039794921875,0.01348876953125,0.01385498046875,-0.01080322265625,0.018310546875,-0.0181884765625,-0.020263671875,-0.01904296875,0.034423828125,0.033203125,0.01470947265625,0.029052734375]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
7,Uniform scalar 2-bit (gpu),2.0,0.001090027083895014,0.0,7.553199247922748e-05,4.28100029239431e-05,"[-0.007568359375,-0.033935546875,0.0021209716796875,-0.0205078125,0.0089111328125,-0.0057373046875,-0.007415771484375,-0.006134033203125,0.0147705078125,0.00531005859375,-0.095703125,-0.045166015625,0.0283203125,0.048583984375,-0.0042724609375,-0.033447265625,0.00138092041015625,0.01318359375,-0.0240478515625,-0.0005950927734375,0.043212890625,0.0419921875,0.0247802734375,-0.059814453125]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
7,QTIP bitshift (gpu),2.0,0.02005715850931722,-2.100840673563719,0.008013793005375192,8.51099903229624e-05,"[-0.007568359375,-0.033935546875,0.0021209716796875,-0.0205078125,0.0089111328125,-0.0057373046875,-0.007415771484375,-0.006134033203125,0.0147705078125,0.00531005859375,-0.095703125,-0.045166015625,0.0283203125,0.048583984375,-0.0042724609375,-0.033447265625,0.00138092041015625,0.01318359375,-0.0240478515625,-0.0005950927734375,0.043212890625,0.0419921875,0.0247802734375,-0.059814453125]","[-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506]"
7,Leech Lattice Vector Quantization (gpu),2.0,0.14679497899905825,-3.536647415263718,0.001366586991935037,0.00015299799269996583,"[-0.007568359375,-0.033935546875,0.0021209716796875,-0.0205078125,0.0089111328125,-0.0057373046875,-0.007415771484375,-0.006134033203125,0.0147705078125,0.00531005859375,-0.095703125,-0.045166015625,0.0283203125,0.048583984375,-0.0042724609375,-0.033447265625,0.00138092041015625,0.01318359375,-0.0240478515625,-0.0005950927734375,0.043212890625,0.0419921875,0.0247802734375,-0.059814453125]","[-0.3535533845424652,-0.3535533845424652,0.3535533845424652,-0.3535533845424652,-0.3535533845424652,0.3535533845424652,-0.3535533845424652,-0.3535533845424652,0.3535533845424652,0.3535533845424652,-1.0606601238250732,-0.3535533845424652,0.3535533845424652,0.3535533845424652,-0.3535533845424652,-0.3535533845424652,0.3535533845424652,-0.3535533845424652,-0.3535533845424652,0.3535533845424652,0.3535533845424652,0.3535533845424652,0.3535533845424652,-0.3535533845424652]"
8,QTIP bitshift (gpu),2.0,0.01958816787390087,-2.3132704441575003,0.008049349999055266,8.713299757800996e-05,"[-0.0135498046875,0.007293701171875,0.0126953125,0.0291748046875,0.00872802734375,-0.03466796875,-0.0223388671875,0.017822265625,-0.0284423828125,-0.0244140625,0.02880859375,-0.01043701171875,0.008544921875,0.00107574462890625,0.0098876953125,-0.031982421875,-0.0260009765625,0.0279541015625,-0.0247802734375,-0.0086669921875,-0.0869140625,0.047607421875,-0.000171661376953125,-0.01348876953125]","[-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506]"
8,Uniform scalar 2-bit (gpu),2.0,0.0007929873033087157,0.0,7.739500142633915e-05,4.30410000262782e-05,"[-0.0135498046875,0.007293701171875,0.0126953125,0.0291748046875,0.00872802734375,-0.03466796875,-0.0223388671875,0.017822265625,-0.0284423828125,-0.0244140625,0.02880859375,-0.01043701171875,0.008544921875,0.00107574462890625,0.0098876953125,-0.031982421875,-0.0260009765625,0.0279541015625,-0.0247802734375,-0.0086669921875,-0.0869140625,0.047607421875,-0.000171661376953125,-0.01348876953125]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
8,Leech Lattice Vector Quantization (gpu),2.0,0.14989834687630751,-3.781235495376255,0.0013747030025115237,0.0001647300086915493,"[-0.0135498046875,0.007293701171875,0.0126953125,0.0291748046875,0.00872802734375,-0.03466796875,-0.0223388671875,0.017822265625,-0.0284423828125,-0.0244140625,0.02880859375,-0.01043701171875,0.008544921875,0.00107574462890625,0.0098876953125,-0.031982421875,-0.0260009765625,0.0279541015625,-0.0247802734375,-0.0086669921875,-0.0869140625,0.047607421875,-0.000171661376953125,-0.01348876953125]","[-0.3535533845424652,0.3535533845424652,-0.3535533845424652,0.3535533845424652,0.3535533845424652,-0.3535533845424652,-0.3535533845424652,0.3535533845424652,-0.3535533845424652,-0.3535533845424652,0.3535533845424652,-0.3535533845424652,0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-0.3535533845424652,-1.0606601238250732,0.3535533845424652,-0.3535533845424652,-0.3535533845424652]"
9,QTIP bitshift (gpu),2.0,0.020651387680170313,-2.4978324885068734,0.008037186998990364,8.515999070368707e-05,"[-0.000827789306640625,0.0128173828125,0.016357421875,0.0262451171875,-0.033935546875,-0.0107421875,-0.0067138671875,0.00970458984375,0.033203125,-0.0036163330078125,-0.0791015625,0.000804901123046875,-0.00836181640625,0.004669189453125,0.00093841552734375,0.0238037109375,0.033447265625,-0.0299072265625,-0.005157470703125,-0.047607421875,0.0179443359375,0.0128173828125,-0.00408935546875,0.01287841796875]","[-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506,-0.14245736598968506]"
9,Uniform scalar 2-bit (gpu),2.0,0.0006472979524308661,0.0,7.794599514454603e-05,4.307100607547909e-05,"[-0.000827789306640625,0.0128173828125,0.016357421875,0.0262451171875,-0.033935546875,-0.0107421875,-0.0067138671875,0.00970458984375,0.033203125,-0.0036163330078125,-0.0791015625,0.000804901123046875,-0.00836181640625,0.004669189453125,0.00093841552734375,0.0238037109375,0.033447265625,-0.0299072265625,-0.005157470703125,-0.047607421875,0.0179443359375,0.0128173828125,-0.00408935546875,0.01287841796875]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
9,Leech Lattice Vector Quantization (gpu),2.0,0.15137773000292634,-3.934753661327184,0.0005495730001712218,0.0002147839986719191,"[-0.000827789306640625,0.0128173828125,0.016357421875,0.0262451171875,-0.033935546875,-0.0107421875,-0.0067138671875,0.00970458984375,0.033203125,-0.0036163330078125,-0.0791015625,0.000804901123046875,-0.00836181640625,0.004669189453125,0.00093841552734375,0.0238037109375,0.033447265625,-0.0299072265625,-0.005157470703125,-0.047607421875,0.0179443359375,0.0128173828125,-0.00408935546875,0.01287841796875]","[0.0,0.0,0.0,0.7071067690849304,-0.7071067690849304,0.0,0.0,0.0,0.7071067690849304,0.0,-0.7071067690849304,0.0,0.0,0.0,0.0,0.0,0.7071067690849304,0.0,0.0,-0.7071067690849304,0.0,0.7071067690849304,-0.7071067690849304,0.0]"
10,Uniform scalar 2-bit (gpu),2.0,0.0003382256830946062,0.0,7.659298717044294e-05,4.3060994357801974e-05,"[-0.0048828125,0.00732421875,-0.005462646484375,-0.00396728515625,0.00897216796875,0.0010528564453125,-0.0205078125,-0.006195068359375,0.01312255859375,8.487701416015625e-05,0.035888671875,-0.0037689208984375,-0.0133056640625,0.0303955078125,0.0184326171875,0.0283203125,-0.0026702880859375,-0.0084228515625,0.0028076171875,-0.0152587890625,-0.009521484375,-0.0245361328125,-0.0517578125,0.006805419921875]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
